 time idA idB label
0 0 3 0 1
1 30143 2 3 0
2 30165 23 3 0
3 30728 20 3 0
4 30798 18 3 0
5 30835 1 3 3
6 30980 9 3 0
7 31639 14 3 0
8 31857 16 3 0
9 31988 17 3 0
10 32048 19 3 2
11 32049 21 3 0
12 32191 24 3 2
13 32203 25 3 1
14 32494 13 3 2
15 32591 10 3 3
16 32877 22 3 0
17 33256 7 3 0
18 33487 6 3 0
19 33563 26 3 0
20 34133 28 3 2
21 34329 27 3 0
22 34588 12 3 0
23 35016 15 3 0
24 30560 5 2 0
25 30931 2 5 0
26 31066 5 2 0
27 31203 2 5 0
28 32038 5 2 0
29 31673 11 14 0
30 31965 4 14 0
31 32534 11 4 0
32 32848 14 11 0
33 32914 11 14 0
34 32946 11 11 0
35 32060 8 17 0
