 time idA idB label
0 0 10 0 1
1 200 11 10 0
2 232 5 10 0
3 461 6 10 3
4 501 4 10 3
5 647 3 10 3
6 2387 2 10 0
7 6290 1 10 0
8 334 7 11 0
9 578 10 11 0
10 394 11 7 0
11 552 7 11 3
12 674 11 7 0
13 898 7 11 0
14 961 7 11 0
15 987 7 11 0
16 1037 7 11 0
17 1472 11 7 0
18 1560 7 11 0
19 1833 11 7 3
20 1888 11 7 0
21 2018 11 7 0
22 2050 11 7 0
23 1909 7 11 0
24 1941 7 11 3
25 2138 7 11 0
26 2224 7 11 0
27 556 10 5 0
28 659 5 10 0
29 1174 5 10 0
30 1551 10 5 0
31 1769 5 10 3
32 634 10 6 0
33 663 9 6 3
34 685 9 6 0
35 786 6 9 0
36 903 9 6 0
37 931 9 6 0
38 971 9 6 0
39 1040 6 9 2
40 1122 9 6 1
41 1173 6 6 0
42 1200 9 6 0
43 1236 6 9 1
44 1728 8 6 3
45 2370 6 8 0
