 time idA idB label
0 0 1 0 1
1 115 4 1 0
2 149 5 1 3
3 273 2 1 0
4 302 16 1 2
5 311 6 1 2
6 398 18 1 0
7 470 9 1 0
8 473 18 1 2
9 528 18 1 0
10 535 7 1 0
11 580 17 1 0
12 710 10 1 0
13 835 2 1 3
14 861 13 1 0
15 915 14 1 0
16 1009 3 1 3
17 1165 15 1 0
18 1672 13 1 2
19 2641 12 1 0
20 2866 13 4 0
21 2091 8 5 0
22 2622 5 8 0
23 2188 8 16 0
24 2227 16 8 0
25 2370 8 9 0
26 802 2 18 2
27 856 18 2 0
28 900 2 18 0
29 1021 11 18 2
30 1001 18 2 1
31 1057 2 18 0
32 1126 18 2 0
33 1078 18 11 0
34 1133 11 18 3
35 2806 13 12 3
