time idA idB label
0 11 0 1
200 12 11 0
232 6 11 0
461 7 11 3
501 5 11 3
647 4 11 3
2387 2 11 0
6290 1 11 0
6403 3 11 3
334 8 12 0
578 11 12 0
394 12 8 0
552 8 12 3
674 12 8 0
898 8 12 0
961 8 12 0
987 8 12 0
1037 8 12 0
1472 12 8 0
1560 8 12 0
1833 12 8 3
1888 12 8 0
2018 12 8 0
2050 12 8 0
1909 8 12 0
1941 8 12 3
2138 8 12 0
2224 8 12 0
556 11 6 0
659 6 11 0
1174 6 11 0
1551 11 6 0
1769 6 11 3
634 11 7 0
663 10 7 3
685 10 7 0
786 7 10 0
903 10 7 0
931 10 7 0
971 10 7 0
1040 7 10 2
1122 10 7 1
1173 7 7 0
1200 10 7 0
1236 7 10 1
1728 9 7 3
2370 7 9 0
