time idA idB label
0 1 0 1
54 24 1 0
81 48 1 0
87 4 1 0
91 43 1 2
118 23 1 0
120 36 1 2
130 20 1 0
250 40 1 3
289 10 1 2
311 15 1 0
354 12 1 0
396 29 1 0
403 22 1 0
408 14 1 0
415 31 1 0
440 7 1 0
511 33 1 0
564 26 1 0
679 16 1 0
754 5 1 0
784 13 1 0
908 42 1 0
912 35 1 0
1042 52 1 1
1138 17 1 0
1404 19 1 0
1434 2 1 0
1440 37 1 0
1587 32 1 0
1811 27 1 0
1869 11 1 0
1907 3 1 3
1943 30 1 0
2742 28 1 0
2919 46 1 0
2992 18 1 0
3008 21 1 1
3158 18 1 0
3466 18 1 0
3691 6 1 0
4247 18 1 0
4289 45 1 0
4349 38 1 0
4370 18 1 0
4989 28 1 0
5975 51 1 0
6674 8 1 0
6994 47 1 0
7817 34 1 0
8130 49 1 0
8213 49 1 0
8412 9 1 0
10182 44 1 0
1229 50 4 0
2923 39 4 0
5047 4 39 0
236 25 23 0
322 10 10 0
420 12 12 0
4241 41 12 0
10679 12 41 0
4010 18 30 0
4097 18 30 0
