time idA idB label
0 3 0 1
75 29 3 0
163 23 3 1
206 2 3 0
233 41 3 1
257 12 3 0
288 1 3 1
299 25 3 0
337 36 3 0
360 20 3 0
396 6 3 0
411 4 3 0
746 9 3 3
759 33 3 0
840 31 3 0
875 39 3 0
921 31 3 0
1047 14 3 0
1049 22 3 1
1067 26 3 1
1094 19 3 0
1668 43 3 0
1779 16 3 0
2025 35 3 0
2480 34 3 0
2900 32 3 0
2916 32 3 0
3042 13 3 0
3889 44 3 0
7152 10 3 0
7178 8 3 2
7481 5 3 0
8053 30 3 0
8264 21 3 0
8356 17 3 0
9189 27 3 0
10626 24 3 0
11365 37 3 1
13152 7 3 1
13663 45 3 0
13736 42 3 0
363 6 41 0
8396 40 41 0
401 12 12 0
8013 28 12 0
8777 38 12 0
13588 45 1 0
526 6 25 0
3715 15 25 0
3818 11 25 0
3863 11 11 0
1449 18 31 0
13705 45 31 0
