 time idA idB label
0 0 1 0 1
1 115 5 1 0
2 149 6 1 3
3 273 2 1 0
4 302 21 1 2
5 311 7 1 2
6 398 23 1 0
7 470 12 1 0
8 473 23 1 2
9 528 23 1 0
10 535 9 1 0
11 580 22 1 0
12 710 13 1 0
13 835 2 1 3
14 861 17 1 0
15 915 18 1 0
16 1009 4 1 3
17 1165 20 1 0
18 1672 17 1 2
19 2641 16 1 0
20 3614 3 1 0
21 4115 15 1 0
22 2866 17 5 0
23 2091 11 6 0
24 2622 6 11 0
25 2188 11 21 0
26 2227 21 11 0
27 2370 11 12 0
28 802 2 23 2
29 856 23 2 0
30 900 2 23 0
31 1021 14 23 2
32 1001 23 2 1
33 3791 8 2 0
34 1057 2 23 0
35 1126 23 2 0
36 3861 23 8 0
37 6917 10 8 0
38 7343 8 10 3
39 7373 2 10 0
40 1078 23 14 0
41 2969 19 14 0
42 1133 14 23 3
43 3001 14 19 0
44 3042 19 14 0
45 3346 14 19 3
46 3398 23 14 0
47 3662 19 14 0
48 3533 14 23 0
49 2806 17 16 3
