 time idA idB label
0 0 7 0 1
1 30143 5 7 0
2 30165 82 7 0
3 30728 62 7 0
4 30798 53 7 0
5 30835 4 7 3
6 30980 20 7 0
7 31639 42 7 0
8 31857 49 7 0
9 31988 50 7 0
10 32048 55 7 2
11 32049 65 7 0
12 32191 85 7 2
13 32203 88 7 1
14 32494 37 7 2
15 32591 21 7 3
16 32877 66 7 0
17 33256 17 7 0
18 33487 15 7 0
19 33563 97 7 0
20 34133 111 7 2
21 34329 103 7 0
22 34588 26 7 0
23 35016 46 7 0
24 35274 24 7 0
25 35491 8 7 2
26 35606 22 7 0
27 35828 41 7 0
28 36426 109 7 2
29 36886 79 7 2
30 37173 33 7 0
31 37367 30 7 0
32 37611 68 7 0
33 37632 90 7 0
34 37637 74 7 0
35 38298 102 7 2
36 38683 100 7 0
37 38875 16 7 0
38 39025 56 7 0
39 39325 70 7 0
40 39571 36 7 2
41 39644 39 7 0
42 39679 72 7 0
43 40126 63 7 0
44 40323 96 7 3
45 40396 77 7 0
46 40547 3 7 0
47 41591 60 7 0
48 41602 60 7 2
49 41968 32 7 2
50 41999 91 7 0
51 42089 73 7 0
52 42161 10 7 0
53 42328 106 7 0
54 42433 40 7 2
55 42528 99 7 2
56 42570 18 7 2
57 43172 110 7 0
58 43494 89 7 2
59 43535 9 7 0
60 44461 83 7 3
61 44607 92 7 0
62 44843 80 7 0
63 45082 64 7 0
64 45270 101 7 2
65 46404 25 7 0
66 46545 12 7 3
67 46638 1 7 2
68 47678 48 7 0
69 48268 11 7 0
70 48309 86 7 0
71 48639 108 7 0
72 48666 105 7 2
73 49441 98 7 0
74 49500 104 7 2
75 49630 52 7 1
76 49741 84 7 0
77 50135 93 7 0
78 51574 67 7 0
79 52006 47 7 0
80 52894 71 7 0
81 53960 38 7 0
82 54295 95 7 0
83 55055 29 7 3
84 56414 2 7 3
85 56630 81 7 0
86 57234 76 7 0
87 58848 61 7 0
88 59267 59 7 2
89 59830 43 7 0
90 62383 27 7 2
91 62436 44 7 0
92 62886 31 7 0
93 63168 57 7 0
94 64769 51 7 2
95 65386 45 7 0
96 66247 69 7 2
97 67535 6 7 2
98 68061 35 7 0
99 68114 75 7 0
100 70552 107 7 0
101 71167 107 7 0
102 71619 28 7 0
103 71826 87 7 2
104 72538 58 7 2
105 74977 94 7 2
106 76102 54 7 0
107 76458 34 7 3
108 77002 78 7 0
109 30560 14 5 0
110 30931 5 14 0
111 31066 14 5 0
112 31203 5 14 0
113 32038 14 5 0
114 31673 23 42 0
115 31965 13 42 0
116 32534 23 13 0
117 32848 42 23 0
118 32914 23 42 0
119 32946 23 23 0
120 32060 19 50 0
