 time idA idB label
0 0 8 0 1
1 200 9 8 0
2 232 3 8 0
3 461 4 8 3
4 501 2 8 3
5 647 1 8 3
6 334 5 9 0
7 578 8 9 0
8 394 9 5 0
9 552 5 9 3
10 674 9 5 0
11 898 5 9 0
12 961 5 9 0
13 987 5 9 0
14 1037 5 9 0
15 1472 9 5 0
16 1560 5 9 0
17 1833 9 5 3
18 1888 9 5 0
19 1909 5 9 0
20 556 8 3 0
21 659 3 8 0
22 1174 3 8 0
23 1551 8 3 0
24 1769 3 8 3
25 634 8 4 0
26 663 7 4 3
27 685 7 4 0
28 786 4 7 0
29 903 7 4 0
30 931 7 4 0
31 971 7 4 0
32 1040 4 7 2
33 1122 7 4 1
34 1173 4 4 0
35 1200 7 4 0
36 1236 4 7 1
37 1728 6 4 3
