 time idA idB label
0 0 10 0 1
1 30143 8 10 0
2 30165 100 10 0
3 30728 75 10 0
4 30798 65 10 0
5 30835 7 10 3
6 30980 26 10 0
7 31639 51 10 0
8 31857 61 10 0
9 31988 62 10 0
10 32048 67 10 2
11 32049 79 10 0
12 32191 103 10 2
13 32203 106 10 1
14 32494 44 10 2
15 32591 28 10 3
16 32877 80 10 0
17 33256 21 10 0
18 33487 19 10 0
19 33563 115 10 0
20 34133 132 10 2
21 34329 122 10 0
22 34588 33 10 0
23 35016 56 10 0
24 35274 31 10 0
25 35491 12 10 2
26 35606 29 10 0
27 35828 50 10 0
28 36426 130 10 2
29 36886 97 10 2
30 37173 40 10 0
31 37367 37 10 0
32 37611 85 10 0
33 37632 108 10 0
34 37637 91 10 0
35 38298 121 10 2
36 38683 119 10 0
37 38875 20 10 0
38 39025 68 10 0
39 39325 87 10 0
40 39571 43 10 2
41 39644 47 10 0
42 39679 89 10 0
43 40126 76 10 0
44 40323 114 10 3
45 40396 95 10 0
46 40547 3 10 0
47 41591 73 10 0
48 41602 73 10 2
49 41968 39 10 2
50 41999 109 10 0
51 42089 90 10 0
52 42161 14 10 0
53 42328 127 10 0
54 42433 48 10 2
55 42528 117 10 2
56 42570 22 10 2
57 43172 131 10 0
58 43494 107 10 2
59 43535 13 10 0
60 44461 101 10 3
61 44607 110 10 0
62 44843 98 10 0
63 45082 77 10 0
64 45270 120 10 2
65 46404 32 10 0
66 46545 16 10 3
67 46638 1 10 2
68 47678 60 10 0
69 48268 15 10 0
70 48309 104 10 0
71 48639 129 10 0
72 48666 125 10 2
73 49441 116 10 0
74 49500 124 10 2
75 49630 64 10 1
76 49741 102 10 0
77 50135 111 10 0
78 51574 84 10 0
79 52006 59 10 0
80 52894 88 10 0
81 53960 46 10 0
82 54295 113 10 0
83 55055 36 10 3
84 56414 2 10 3
85 56630 99 10 0
86 57234 94 10 0
87 58848 74 10 0
88 59267 72 10 2
89 59830 52 10 0
90 62383 34 10 2
91 62436 53 10 0
92 62886 38 10 0
93 63168 69 10 0
94 64769 63 10 2
95 65386 55 10 0
96 66247 86 10 2
97 67535 9 10 2
98 68061 42 10 0
99 68114 93 10 0
100 70552 128 10 0
101 71167 128 10 0
102 71619 35 10 0
103 71826 105 10 2
104 72538 71 10 2
105 74977 112 10 2
106 76102 66 10 0
107 76458 41 10 3
108 77002 96 10 0
109 84853 11 10 1
110 88107 54 10 0
111 97567 70 10 0
112 102904 92 10 0
113 104925 82 10 0
114 106569 24 10 0
115 107756 123 10 0
116 122186 4 10 0
117 138649 83 10 2
118 140874 57 10 3
119 160821 58 10 0
120 185186 126 10 3
121 190773 5 10 0
122 201215 27 10 0
123 207665 118 10 0
124 210429 45 10 0
125 245610 23 10 0
126 319735 49 10 0
127 392499 78 10 0
128 404127 81 10 0
129 30560 18 8 0
130 30931 8 18 0
131 31066 18 8 0
132 31203 8 18 0
133 32038 18 8 0
134 31673 30 51 0
135 31965 17 51 0
136 32534 30 17 0
137 32848 51 30 0
138 32914 30 51 0
139 32946 30 30 0
140 32060 25 62 0
141 116936 6 3 0
142 120499 3 6 0
143 121126 6 3 0
144 130159 3 6 0
145 130692 6 3 0
146 88130 54 54 0
