time idA idB label
0 7 0 1
30143 5 7 0
30165 88 7 0
30728 66 7 0
30798 56 7 0
30835 4 7 3
30980 22 7 0
31639 44 7 0
31857 52 7 0
31988 53 7 0
32048 58 7 2
32049 69 7 0
32191 91 7 2
32203 94 7 1
32494 39 7 2
32591 23 7 3
32877 70 7 0
33256 18 7 0
33487 16 7 0
33563 103 7 0
34133 118 7 2
34329 109 7 0
34588 28 7 0
35016 49 7 0
35274 26 7 0
35491 9 7 2
35606 24 7 0
35828 43 7 0
36426 116 7 2
36886 85 7 2
37173 35 7 0
37367 32 7 0
37611 73 7 0
37632 96 7 0
37637 79 7 0
38298 108 7 2
38683 106 7 0
38875 17 7 0
39025 59 7 0
39325 75 7 0
39571 38 7 2
39644 41 7 0
39679 77 7 0
40126 67 7 0
40323 102 7 3
40396 83 7 0
40547 3 7 0
41591 64 7 0
41602 64 7 2
41968 34 7 2
41999 97 7 0
42089 78 7 0
42161 11 7 0
42328 113 7 0
42433 42 7 2
42528 105 7 2
42570 19 7 2
43172 117 7 0
43494 95 7 2
43535 10 7 0
44461 89 7 3
44607 98 7 0
44843 86 7 0
45082 68 7 0
45270 107 7 2
46404 27 7 0
46545 13 7 3
46638 1 7 2
47678 51 7 0
48268 12 7 0
48309 92 7 0
48639 115 7 0
48666 112 7 2
49441 104 7 0
49500 111 7 2
49630 55 7 1
49741 90 7 0
50135 99 7 0
51574 72 7 0
52006 50 7 0
52894 76 7 0
53960 40 7 0
54295 101 7 0
55055 31 7 3
56414 2 7 3
56630 87 7 0
57234 82 7 0
58848 65 7 0
59267 63 7 2
59830 45 7 0
62383 29 7 2
62436 46 7 0
62886 33 7 0
63168 60 7 0
64769 54 7 2
65386 48 7 0
66247 74 7 2
67535 6 7 2
68061 37 7 0
68114 81 7 0
70552 114 7 0
71167 114 7 0
71619 30 7 0
71826 93 7 2
72538 62 7 2
74977 100 7 2
76102 57 7 0
76458 36 7 3
77002 84 7 0
84853 8 7 1
88107 47 7 0
97567 61 7 0
102904 80 7 0
104925 71 7 0
106569 20 7 0
107756 110 7 0
30560 15 5 0
30931 5 15 0
31066 15 5 0
31203 5 15 0
32038 15 5 0
31673 25 44 0
31965 14 44 0
32534 25 14 0
32848 44 25 0
32914 25 44 0
32946 25 25 0
32060 21 53 0
88130 47 47 0
