 time idA idB label
0 0 3 0 1
1 143 1 3 0
2 172 7 3 2
3 299 9 3 1
4 404 9 3 1
5 429 2 3 2
6 446 10 3 2
7 808 6 7 1
8 8342 4 7 1
9 8537 7 4 0
10 4681 14 9 1
11 4799 13 9 1
12 5826 8 9 0
13 4775 9 14 0
14 4856 14 9 0
15 5116 9 14 1
16 31620 14 9 0
17 73219 14 9 0
18 5048 9 13 0
19 5299 13 9 0
20 5385 9 13 0
21 5818 13 13 0
22 5894 8 13 0
23 5955 9 8 3
24 6195 13 8 2
25 6339 8 9 0
26 6439 8 13 2
27 847 6 9 1
28 1367 11 9 0
29 2233 5 9 0
30 1872 9 6 3
31 2066 6 9 0
32 2147 9 6 0
33 1945 9 11 0
34 2141 11 9 2
35 2190 11 9 0
36 8829 4 9 0
37 2249 9 11 3
38 2284 9 11 0
39 2336 9 11 3
40 2451 11 9 0
41 2563 11 9 0
42 2598 11 9 0
43 2524 9 11 0
44 2706 11 9 3
45 2938 9 11 0
46 3103 11 9 1
47 2766 9 11 0
48 2914 11 9 0
49 2941 11 9 0
50 2497 12 9 0
51 2693 9 12 1
52 2450 9 11 0
53 2573 9 5 0
54 2904 5 9 1
