time idA idB label
0 11 0 1
52 6 11 2
406 24 11 0
440 5 11 0
497 35 11 0
557 17 11 0
658 25 11 0
865 16 11 0
1061 32 11 0
1081 25 11 0
1220 18 11 0
1411 10 11 3
1991 21 11 0
2023 29 11 0
2085 14 11 0
3198 2 11 0
3209 28 11 0
3275 19 11 0
3805 22 11 0
4042 20 11 2
4286 31 11 2
5929 36 11 0
6036 15 11 2
7146 7 11 0
7421 12 11 2
7875 13 11 3
9209 9 11 0
9777 27 11 0
12067 37 11 0
12202 33 11 0
15035 30 11 0
15883 34 11 1
25825 3 11 0
27413 23 11 0
35289 1 11 2
35741 1 11 1
12187 37 5 0
30409 4 16 0
1967 26 10 3
18735 8 10 2
2027 10 26 0
