 time idA idB label
0 0 8 0 1
1 30143 6 8 0
2 30165 89 8 0
3 30728 67 8 0
4 30798 57 8 0
5 30835 5 8 3
6 30980 23 8 0
7 31639 45 8 0
8 31857 53 8 0
9 31988 54 8 0
10 32048 59 8 2
11 32049 70 8 0
12 32191 92 8 2
13 32203 95 8 1
14 32494 40 8 2
15 32591 24 8 3
16 32877 71 8 0
17 33256 19 8 0
18 33487 17 8 0
19 33563 104 8 0
20 34133 119 8 2
21 34329 110 8 0
22 34588 29 8 0
23 35016 50 8 0
24 35274 27 8 0
25 35491 10 8 2
26 35606 25 8 0
27 35828 44 8 0
28 36426 117 8 2
29 36886 86 8 2
30 37173 36 8 0
31 37367 33 8 0
32 37611 74 8 0
33 37632 97 8 0
34 37637 80 8 0
35 38298 109 8 2
36 38683 107 8 0
37 38875 18 8 0
38 39025 60 8 0
39 39325 76 8 0
40 39571 39 8 2
41 39644 42 8 0
42 39679 78 8 0
43 40126 68 8 0
44 40323 103 8 3
45 40396 84 8 0
46 40547 3 8 0
47 41591 65 8 0
48 41602 65 8 2
49 41968 35 8 2
50 41999 98 8 0
51 42089 79 8 0
52 42161 12 8 0
53 42328 114 8 0
54 42433 43 8 2
55 42528 106 8 2
56 42570 20 8 2
57 43172 118 8 0
58 43494 96 8 2
59 43535 11 8 0
60 44461 90 8 3
61 44607 99 8 0
62 44843 87 8 0
63 45082 69 8 0
64 45270 108 8 2
65 46404 28 8 0
66 46545 14 8 3
67 46638 1 8 2
68 47678 52 8 0
69 48268 13 8 0
70 48309 93 8 0
71 48639 116 8 0
72 48666 113 8 2
73 49441 105 8 0
74 49500 112 8 2
75 49630 56 8 1
76 49741 91 8 0
77 50135 100 8 0
78 51574 73 8 0
79 52006 51 8 0
80 52894 77 8 0
81 53960 41 8 0
82 54295 102 8 0
83 55055 32 8 3
84 56414 2 8 3
85 56630 88 8 0
86 57234 83 8 0
87 58848 66 8 0
88 59267 64 8 2
89 59830 46 8 0
90 62383 30 8 2
91 62436 47 8 0
92 62886 34 8 0
93 63168 61 8 0
94 64769 55 8 2
95 65386 49 8 0
96 66247 75 8 2
97 67535 7 8 2
98 68061 38 8 0
99 68114 82 8 0
100 70552 115 8 0
101 71167 115 8 0
102 71619 31 8 0
103 71826 94 8 2
104 72538 63 8 2
105 74977 101 8 2
106 76102 58 8 0
107 76458 37 8 3
108 77002 85 8 0
109 84853 9 8 1
110 88107 48 8 0
111 97567 62 8 0
112 102904 81 8 0
113 104925 72 8 0
114 106569 21 8 0
115 107756 111 8 0
116 30560 16 6 0
117 30931 6 16 0
118 31066 16 6 0
119 31203 6 16 0
120 32038 16 6 0
121 31673 26 45 0
122 31965 15 45 0
123 32534 26 15 0
124 32848 45 26 0
125 32914 26 45 0
126 32946 26 26 0
127 32060 22 54 0
128 116936 4 3 0
129 120499 3 4 0
130 88130 48 48 0
