time idA idB label
0 3 0 1
75 40 3 0
163 31 3 1
206 2 3 0
233 63 3 1
257 15 3 0
288 1 3 1
299 34 3 0
337 55 3 0
360 27 3 0
396 7 3 0
411 5 3 0
746 12 3 3
759 47 3 0
840 43 3 0
875 61 3 0
921 43 3 0
1047 19 3 0
1049 30 3 1
1067 36 3 1
1094 26 3 0
1668 65 3 0
1779 21 3 0
2025 53 3 0
2480 51 3 0
2900 46 3 0
2916 46 3 0
3042 18 3 0
3889 67 3 0
7152 13 3 0
7178 10 3 2
7481 6 3 0
8053 41 3 0
8264 28 3 0
8356 23 3 0
9189 37 3 0
10626 33 3 0
11365 56 3 1
13152 8 3 1
13663 68 3 0
13736 64 3 0
14437 17 3 0
14878 32 3 0
17038 35 3 1
17152 16 3 0
18276 69 3 3
18517 66 3 0
20007 44 3 0
20134 42 3 1
22310 50 3 0
22368 11 3 0
23559 59 3 0
25065 22 3 0
25658 25 3 2
26232 54 3 0
30054 60 3 2
35207 58 3 0
37012 39 3 1
41802 48 3 1
57470 29 3 2
82041 52 3 0
82442 49 3 0
88604 9 3 0
91392 45 3 1
14595 4 2 0
363 7 63 0
8396 62 63 0
401 15 15 0
8013 38 15 0
8777 57 15 0
13588 68 1 0
20445 68 68 0
526 7 34 0
3715 20 34 0
3818 14 34 0
3863 14 14 0
1449 24 43 0
13705 68 43 0
14211 43 68 0
14632 68 68 0
