 time idA idB label
0 0 6 0 1
1 131 15 6 0
2 163 10 6 0
3 279 4 6 0
4 462 14 6 0
5 577 2 6 2
6 769 11 6 0
7 1022 5 6 0
8 2070 3 6 0
9 2815 16 6 0
10 3071 9 6 0
11 5537 8 6 0
12 13847 7 6 0
13 2829 16 15 0
14 23654 13 10 0
15 27459 10 13 0
16 31676 13 10 0
17 33629 10 13 0
18 341 4 4 0
19 464 4 4 0
20 5638 1 16 0
21 5671 1 16 0
22 5701 16 1 2
23 5798 1 16 0
24 21234 12 16 2
25 5833 16 1 0
26 5989 1 16 0
27 6076 16 1 0
28 5734 16 1 0
29 5764 16 1 2
30 5922 1 16 1
31 5977 16 1 0
32 6048 1 16 0
33 6114 16 1 2
34 6154 1 16 1
35 6221 16 1 2
