time idA idB label
0 11 0 1
130 7 11 0
249 9 11 0
290 6 11 1
566 15 11 1
894 8 11 2
1109 1 11 0
1705 12 11 1
1797 5 11 0
2157 14 11 1
2306 4 11 0
2645 3 11 0
2914 18 11 1
2974 10 11 0
3501 13 8 0
4705 8 13 1
5070 13 8 0
3484 16 12 2
3544 12 16 0
3626 12 16 0
3710 11 12 0
5626 2 11 1
9026 17 11 0
9119 12 17 0
9123 17 17 0
9262 17 12 0
9363 17 17 2
9389 12 17 0
9188 12 17 1
9441 17 12 0
9501 17 17 0
9504 12 17 2
9629 12 17 2
9727 17 12 3
9791 12 17 0
10098 17 12 1
10169 12 17 0
10252 17 17 3
10459 17 12 0
10536 17 12 0
10349 17 17 0
