time idA idB label
0 3 0 1
75 31 3 0
163 25 3 1
206 2 3 0
233 43 3 1
257 13 3 0
288 1 3 1
299 27 3 0
337 38 3 0
360 22 3 0
396 7 3 0
411 5 3 0
746 10 3 3
759 35 3 0
840 33 3 0
875 41 3 0
921 33 3 0
1047 16 3 0
1049 24 3 1
1067 28 3 1
1094 21 3 0
1668 45 3 0
1779 18 3 0
2025 37 3 0
2480 36 3 0
2900 34 3 0
2916 34 3 0
3042 15 3 0
3889 46 3 0
7152 11 3 0
7178 9 3 2
7481 6 3 0
8053 32 3 0
8264 23 3 0
8356 19 3 0
9189 29 3 0
10626 26 3 0
11365 39 3 1
13152 8 3 1
13663 47 3 0
13736 44 3 0
14437 14 3 0
14595 4 2 0
363 7 43 0
8396 42 43 0
401 13 13 0
8013 30 13 0
8777 40 13 0
13588 47 1 0
526 7 27 0
3715 17 27 0
3818 12 27 0
3863 12 12 0
1449 20 33 0
13705 47 33 0
14211 33 47 0
