time idA idB label
0 1 0 1
54 33 1 0
81 63 1 0
87 5 1 0
91 58 1 2
118 31 1 0
120 49 1 2
130 27 1 0
250 54 1 3
289 14 1 2
311 20 1 0
354 16 1 0
396 39 1 0
403 30 1 0
408 19 1 0
415 42 1 0
440 9 1 0
511 46 1 0
564 35 1 0
679 22 1 0
754 6 1 0
784 18 1 0
908 56 1 0
912 48 1 0
1042 68 1 1
1138 23 1 0
1404 25 1 0
1434 2 1 0
1440 51 1 0
1587 43 1 0
1811 37 1 0
1869 15 1 0
1907 3 1 3
1943 40 1 0
2742 38 1 0
2919 61 1 0
2992 24 1 0
3008 29 1 1
3158 24 1 0
3466 24 1 0
3691 7 1 0
4247 24 1 0
4289 60 1 0
4349 52 1 0
4370 24 1 0
4989 38 1 0
5975 67 1 0
6674 10 1 0
6994 62 1 0
7817 47 1 0
8130 64 1 0
8213 64 1 0
8412 11 1 0
10182 59 1 0
11119 50 1 0
11242 4 1 0
11261 4 1 0
11509 41 1 0
11984 44 1 0
12249 17 1 0
12810 26 1 0
12887 57 1 0
13943 21 1 0
17700 13 1 0
18654 28 1 0
20530 65 1 3
20811 32 1 0
23264 36 1 0
25440 12 1 0
25914 45 1 0
1229 66 5 0
2923 53 5 0
5047 5 53 0
236 34 31 0
322 14 14 0
12635 8 14 0
420 16 16 0
4241 55 16 0
10679 16 55 0
4010 24 40 0
4097 24 40 0
12570 40 24 0
24282 24 40 0
