time idA idB label
0 3 0 2
80 17 3 0
84 41 3 0
103 40 3 0
113 10 3 0
142 21 3 0
151 16 3 0
191 33 3 0
235 20 3 2
279 30 3 3
294 5 3 0
310 18 3 0
354 7 3 3
397 24 3 1
420 34 3 3
488 1 3 1
510 29 3 0
664 23 3 0
672 28 3 0
776 38 3 3
813 2 3 0
937 25 3 0
952 14 3 2
987 11 3 0
1040 15 3 3
1046 36 3 0
1098 36 3 0
1127 13 3 0
1130 12 3 1
1147 12 3 0
1329 35 3 3
1330 39 3 2
1364 9 3 0
1388 8 3 3
1488 19 3 2
1530 42 3 1
1592 27 3 3
2071 6 3 0
2110 44 3 3
2354 44 3 0
2472 32 3 0
2480 32 3 0
2507 32 3 0
2622 9 3 0
2945 22 3 0
3081 43 3 3
4155 4 3 1
4317 26 3 1
1170 36 20 0
1538 20 36 0
2777 36 20 0
2882 20 20 0
3202 36 20 0
3812 20 36 0
711 23 23 0
1685 37 28 0
2372 31 36 0
2680 36 31 0
