time idA idB label
0 4 0 1
30143 3 4 0
30165 47 4 0
30728 36 4 0
30798 32 4 0
30835 2 4 3
30980 14 4 0
31639 28 4 0
31857 30 4 0
31988 31 4 0
32048 33 4 2
32049 38 4 0
32191 48 4 2
32203 49 4 1
32494 24 4 2
32591 15 4 3
32877 39 4 0
33256 11 4 0
33487 9 4 0
33563 53 4 0
34133 61 4 2
34329 57 4 0
34588 19 4 0
35016 29 4 0
35274 18 4 0
35491 5 4 2
35606 16 4 0
35828 27 4 0
36426 59 4 2
36886 46 4 2
37173 22 4 0
37367 20 4 0
37611 40 4 0
37632 50 4 0
37637 44 4 0
38298 56 4 2
38683 55 4 0
38875 10 4 0
39025 34 4 0
39325 41 4 0
39571 23 4 2
39644 25 4 0
39679 42 4 0
40126 37 4 0
40323 52 4 3
40396 45 4 0
40547 1 4 0
41591 35 4 0
41602 35 4 2
41968 21 4 2
41999 51 4 0
42089 43 4 0
42161 6 4 0
42328 58 4 0
42433 26 4 2
42528 54 4 2
42570 12 4 2
43172 60 4 0
30560 8 3 0
30931 3 8 0
31066 8 3 0
31203 3 8 0
32038 8 3 0
31673 17 28 0
31965 7 28 0
32534 17 7 0
32848 28 17 0
32914 17 28 0
32946 17 17 0
32060 13 31 0
