 time idA idB label
0 0 1 0 1
1 51 6 1 0
2 84 3 1 0
3 86 4 1 1
4 119 3 1 0
5 198 8 1 0
6 227 2 1 0
7 234 10 1 0
8 240 13 1 0
9 347 12 1 0
10 436 13 1 0
11 479 9 1 0
12 521 7 1 0
13 374 12 3 0
14 559 9 3 0
15 1018 3 9 0
16 1041 3 9 0
17 1118 9 3 0
18 1178 3 9 0
19 666 7 8 0
20 9552 11 7 0
21 453 12 10 0
22 646 12 10 0
23 751 7 10 0
24 1140 10 12 0
25 1420 5 12 0
26 1656 12 10 0
27 1845 10 12 0
28 2017 15 10 0
29 2253 12 10 0
30 2114 15 15 0
31 2153 10 15 2
32 2231 10 15 0
33 2456 15 10 0
34 2574 12 10 2
35 2598 12 10 0
36 2594 10 15 0
37 2646 12 15 0
38 2668 15 10 0
39 2735 12 10 0
40 2866 10 12 0
41 3225 12 10 0
42 3337 10 12 0
43 2780 10 12 0
44 2890 15 10 0
45 2920 12 10 0
46 2979 15 10 0
47 3061 10 12 0
48 3212 15 10 0
49 2680 10 12 0
50 2731 15 10 0
51 2830 12 10 0
52 2980 10 12 0
53 3055 15 10 0
54 3096 12 10 0
55 3142 10 15 2
56 3272 15 10 2
57 3340 12 10 0
58 3415 15 12 0
59 3443 10 12 2
60 3511 15 10 0
61 3622 10 15 0
62 2482 12 10 0
63 2598 15 12 0
64 2393 10 12 0
65 10152 11 12 0
66 2689 12 10 0
67 1718 10 5 0
68 2300 12 10 0
69 2343 12 10 0
70 4114 5 10 1
71 2524 10 12 0
72 3452 5 10 2
73 1614 10 12 0
74 2380 12 10 0
75 1488 10 7 0
76 9387 11 7 0
77 1666 7 10 0
78 708 12 13 0
79 2174 13 12 2
80 2521 12 13 0
81 2944 13 12 0
82 3155 12 13 0
83 3408 13 12 0
84 1551 14 13 0
85 1869 13 14 2
