time idA idB label
0 9 0 1
200 10 9 0
232 4 9 0
461 5 9 3
501 3 9 3
647 2 9 3
2387 1 9 0
334 6 10 0
578 9 10 0
394 10 6 0
552 6 10 3
674 10 6 0
898 6 10 0
961 6 10 0
987 6 10 0
1037 6 10 0
1472 10 6 0
1560 6 10 0
1833 10 6 3
1888 10 6 0
2018 10 6 0
2050 10 6 0
1909 6 10 0
1941 6 10 3
2138 6 10 0
2224 6 10 0
556 9 4 0
659 4 9 0
1174 4 9 0
1551 9 4 0
1769 4 9 3
634 9 5 0
663 8 5 3
685 8 5 0
786 5 8 0
903 8 5 0
931 8 5 0
971 8 5 0
1040 5 8 2
1122 8 5 1
1173 5 5 0
1200 8 5 0
1236 5 8 1
1728 7 5 3
2370 5 7 0
