 time idA idB label
0 0 5 0 1
1 30143 4 5 0
2 30165 55 5 0
3 30728 42 5 0
4 30798 38 5 0
5 30835 3 5 3
6 30980 18 5 0
7 31639 33 5 0
8 31857 36 5 0
9 31988 37 5 0
10 32048 39 5 2
11 32049 45 5 0
12 32191 57 5 2
13 32203 59 5 1
14 32494 29 5 2
15 32591 19 5 3
16 32877 46 5 0
17 33256 15 5 0
18 33487 13 5 0
19 33563 65 5 0
20 34133 74 5 2
21 34329 70 5 0
22 34588 24 5 0
23 35016 34 5 0
24 35274 22 5 0
25 35491 6 5 2
26 35606 20 5 0
27 35828 32 5 0
28 36426 72 5 2
29 36886 53 5 2
30 37173 27 5 0
31 37367 25 5 0
32 37611 47 5 0
33 37632 61 5 0
34 37637 51 5 0
35 38298 69 5 2
36 38683 67 5 0
37 38875 14 5 0
38 39025 40 5 0
39 39325 48 5 0
40 39571 28 5 2
41 39644 30 5 0
42 39679 49 5 0
43 40126 43 5 0
44 40323 64 5 3
45 40396 52 5 0
46 40547 2 5 0
47 41591 41 5 0
48 41602 41 5 2
49 41968 26 5 2
50 41999 62 5 0
51 42089 50 5 0
52 42161 8 5 0
53 42328 71 5 0
54 42433 31 5 2
55 42528 66 5 2
56 42570 16 5 2
57 43172 73 5 0
58 43494 60 5 2
59 43535 7 5 0
60 44461 56 5 3
61 44607 63 5 0
62 44843 54 5 0
63 45082 44 5 0
64 45270 68 5 2
65 46404 23 5 0
66 46545 10 5 3
67 46638 1 5 2
68 47678 35 5 0
69 48268 9 5 0
70 48309 58 5 0
71 30560 12 4 0
72 30931 4 12 0
73 31066 12 4 0
74 31203 4 12 0
75 32038 12 4 0
76 31673 21 33 0
77 31965 11 33 0
78 32534 21 11 0
79 32848 33 21 0
80 32914 21 33 0
81 32946 21 21 0
82 32060 17 37 0
