 time idA idB label
0 0 1 0 1
1 54 26 1 0
2 81 53 1 0
3 87 5 1 0
4 91 48 1 2
5 118 25 1 0
6 120 40 1 2
7 130 22 1 0
8 250 45 1 3
9 289 11 1 2
10 311 17 1 0
11 354 13 1 0
12 396 31 1 0
13 403 24 1 0
14 408 16 1 0
15 415 34 1 0
16 440 8 1 0
17 511 37 1 0
18 564 28 1 0
19 679 18 1 0
20 754 6 1 0
21 784 15 1 0
22 908 47 1 0
23 912 39 1 0
24 1042 57 1 1
25 1138 19 1 0
26 1404 21 1 0
27 1434 2 1 0
28 1440 42 1 0
29 1587 35 1 0
30 1811 29 1 0
31 1869 12 1 0
32 1907 3 1 3
33 1943 32 1 0
34 2742 30 1 0
35 2919 51 1 0
36 2992 20 1 0
37 3008 23 1 1
38 3158 20 1 0
39 3466 20 1 0
40 3691 7 1 0
41 4247 20 1 0
42 4289 50 1 0
43 4349 43 1 0
44 4370 20 1 0
45 4989 30 1 0
46 5975 56 1 0
47 6674 9 1 0
48 6994 52 1 0
49 7817 38 1 0
50 8130 54 1 0
51 8213 54 1 0
52 8412 10 1 0
53 10182 49 1 0
54 11119 41 1 0
55 11242 4 1 0
56 11261 4 1 0
57 11509 33 1 0
58 11984 36 1 0
59 12249 14 1 0
60 1229 55 5 0
61 2923 44 5 0
62 5047 5 44 0
63 236 27 25 0
64 322 11 11 0
65 420 13 13 0
66 4241 46 13 0
67 10679 13 46 0
68 4010 20 32 0
69 4097 20 32 0
70 12570 32 20 0
