time idA idB label
0 1 0 1
51 6 1 0
84 3 1 0
86 4 1 1
119 3 1 0
198 8 1 0
227 2 1 0
234 10 1 0
240 13 1 0
347 12 1 0
436 13 1 0
479 9 1 0
521 7 1 0
374 12 3 0
559 9 3 0
1018 3 9 0
1041 3 9 0
1118 9 3 0
1178 3 9 0
666 7 8 0
9552 11 7 0
453 12 10 0
646 12 10 0
751 7 10 0
1140 10 12 0
1420 5 12 0
1656 12 10 0
1845 10 12 0
2017 15 10 0
2253 12 10 0
2114 15 15 0
2153 10 15 2
2231 10 15 0
2456 15 10 0
2574 12 10 2
2598 12 10 0
2594 10 15 0
2646 12 15 0
2668 15 10 0
2735 12 10 0
2866 10 12 0
3225 12 10 0
3337 10 12 0
2780 10 12 0
2890 15 10 0
2920 12 10 0
2979 15 10 0
3061 10 12 0
3212 15 10 0
2680 10 12 0
2731 15 10 0
2830 12 10 0
2980 10 12 0
3055 15 10 0
3096 12 10 0
3142 10 15 2
3272 15 10 2
3340 12 10 0
3415 15 12 0
3443 10 12 2
3511 15 10 0
3622 10 15 0
2482 12 10 0
2598 15 12 0
2393 10 12 0
10152 11 12 0
10269 11 12 0
2689 12 10 0
1718 10 5 0
2300 12 10 0
2343 12 10 0
4114 5 10 1
2524 10 12 0
3452 5 10 2
1614 10 12 0
2380 12 10 0
1488 10 7 0
9387 11 7 0
1666 7 10 0
708 12 13 0
2174 13 12 2
2521 12 13 0
2944 13 12 0
3155 12 13 0
3408 13 12 0
1551 14 13 0
1869 13 14 2
