 time idA idB label
0 0 3 0 2
1 80 23 3 0
2 84 54 3 0
3 103 51 3 0
4 113 13 3 0
5 142 27 3 0
6 151 22 3 0
7 191 44 3 0
8 235 26 3 2
9 279 41 3 3
10 294 5 3 0
11 310 24 3 0
12 354 10 3 3
13 397 30 3 1
14 420 45 3 3
15 488 1 3 1
16 510 38 3 0
17 664 29 3 0
18 672 36 3 0
19 776 49 3 3
20 813 2 3 0
21 937 31 3 0
22 952 20 3 2
23 987 16 3 0
24 1040 21 3 3
25 1046 47 3 0
26 1098 47 3 0
27 1127 19 3 0
28 1130 18 3 1
29 1147 18 3 0
30 1329 46 3 3
31 1330 50 3 2
32 1364 12 3 0
33 1388 11 3 3
34 1488 25 3 2
35 1530 55 3 1
36 1592 34 3 3
37 2071 8 3 0
38 2110 60 3 3
39 2354 60 3 0
40 2472 43 3 0
41 2480 43 3 0
42 2507 43 3 0
43 2622 12 3 0
44 2945 28 3 0
45 3081 59 3 3
46 4155 4 3 1
47 4317 32 3 1
48 4582 7 3 1
49 6425 39 3 3
50 8019 40 3 0
51 8074 17 3 0
52 10199 52 3 0
53 11843 37 3 1
54 12049 56 3 0
55 13295 58 3 0
56 14604 14 3 1
57 23502 9 3 0
58 31616 35 3 0
59 31866 35 3 0
60 33217 33 3 1
61 35773 57 3 0
62 236936 6 3 2
63 35686 57 23 0
64 35895 23 57 0
65 5719 53 13 0
66 1170 47 26 0
67 1538 26 47 0
68 2777 47 26 0
69 2882 26 26 0
70 3202 47 26 0
71 3812 26 47 0
72 5560 53 5 0
73 711 29 29 0
74 1685 48 36 0
75 5513 53 31 2
76 130058 31 53 0
77 2372 42 47 0
78 2680 47 42 0
79 9234 42 47 0
80 4686 7 28 0
81 4929 28 7 0
82 4722 15 7 2
