time idA idB label
0 6 0 1
30143 5 6 0
30165 71 6 0
30728 54 6 0
30798 47 6 0
30835 4 6 3
30980 19 6 0
31639 38 6 0
31857 44 6 0
31988 45 6 0
32048 48 6 2
32049 57 6 0
32191 74 6 2
32203 76 6 1
32494 33 6 2
32591 20 6 3
32877 58 6 0
33256 16 6 0
33487 14 6 0
33563 84 6 0
34133 97 6 2
34329 90 6 0
34588 25 6 0
35016 41 6 0
35274 23 6 0
35491 7 6 2
35606 21 6 0
35828 37 6 0
36426 95 6 2
36886 68 6 2
37173 31 6 0
37367 28 6 0
37611 60 6 0
37632 78 6 0
37637 65 6 0
38298 89 6 2
38683 87 6 0
38875 15 6 0
39025 49 6 0
39325 61 6 0
39571 32 6 2
39644 35 6 0
39679 63 6 0
40126 55 6 0
40323 83 6 3
40396 67 6 0
40547 3 6 0
41591 52 6 0
41602 52 6 2
41968 30 6 2
41999 79 6 0
42089 64 6 0
42161 9 6 0
42328 93 6 0
42433 36 6 2
42528 86 6 2
42570 17 6 2
43172 96 6 0
43494 77 6 2
43535 8 6 0
44461 72 6 3
44607 80 6 0
44843 69 6 0
45082 56 6 0
45270 88 6 2
46404 24 6 0
46545 11 6 3
46638 1 6 2
47678 43 6 0
48268 10 6 0
48309 75 6 0
48639 94 6 0
48666 92 6 2
49441 85 6 0
49500 91 6 2
49630 46 6 1
49741 73 6 0
50135 81 6 0
51574 59 6 0
52006 42 6 0
52894 62 6 0
53960 34 6 0
54295 82 6 0
55055 27 6 3
56414 2 6 3
56630 70 6 0
57234 66 6 0
58848 53 6 0
59267 51 6 2
59830 39 6 0
62383 26 6 2
62436 40 6 0
62886 29 6 0
63168 50 6 0
30560 13 5 0
30931 5 13 0
31066 13 5 0
31203 5 13 0
32038 13 5 0
31673 22 38 0
31965 12 38 0
32534 22 12 0
32848 38 22 0
32914 22 38 0
32946 22 22 0
32060 18 45 0
